"Frequency Response"
"Axis-2: 1 - 1000Hz, MeasureMode=HighPrecision"
"Index","Frequency","Gain","Phase","Frequency","Gain","Phase"
"","Hz","dB","deg","Hz","dB","deg"
190,915.000000,-42.061910,-287.570833,915.000000,-42.041452,-287.139011
191,920.000000,-42.050800,-287.163693,920.000000,-42.030783,-286.730379
192,925.000000,-42.010712,-291.737641,925.000000,-41.985390,-291.314172
193,930.000000,-42.211810,-291.011555,930.000000,-42.187863,-290.595787
194,935.000000,-42.316332,-294.686757,935.000000,-42.288714,-294.286752
195,940.000000,-42.763980,-293.441878,940.000000,-42.739002,-293.058378
196,945.000000,-42.805136,-295.132912,945.000000,-42.778574,-294.756207
197,950.000000,-43.013160,-294.798110,950.000000,-42.987550,-294.429358
198,955.000000,-42.916904,-296.223920,955.000000,-42.889607,-295.855389
199,960.000000,-43.500993,-298.744554,960.000000,-43.473184,-298.407769
200,965.000000,-43.641099,-297.237712,965.000000,-43.615068,-296.901719
201,970.000000,-44.049543,-299.382596,970.000000,-44.022896,-299.068416
202,975.000000,-43.655347,-298.075567,975.000000,-43.628615,-297.742659
203,980.000000,-44.220431,-301.387844,980.000000,-44.192678,-301.086004
204,985.000000,-44.389402,-299.411933,985.000000,-44.363751,-299.109931
205,990.000000,-44.513158,-301.875384,990.000000,-44.485946,-301.585091
206,995.000000,-44.176220,-302.385147,995.000000,-44.147528,-302.085002
207,1000.000000,-44.452512,-301.054258,1000.000000,-44.425750,-300.759372
